GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "20000","Kansas",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",103898.7,100261.4,99662.4,100887.7,100621.4,101402.8,102717.4,105720.3,107598.3,109693.1,110579.5,112138.0,110175.9
 "21000","Kentucky",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",140351.6,142574.1,142611.8,144218.6,144875.5,144614.8,147862.9,152975.8,157500.4,161144.4,165798.7,167031.2,163987.4
 "22000","Louisiana",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",147680.6,148741.4,149507.5,151587.6,152495.2,154584.9,157822.6,162333.3,163217.7,166807.5,172055.0,174896.2,168266.1
 "23000","Maine",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",49879.8,50084.1,51787.2,51887.5,51326.9,51359.0,54213.2,54023.1,55526.2,56247.1,57394.0,58577.7,56785.8
 "24000","Maryland",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",206557.0,202412.6,208972.7,209809.3,215532.0,214782.0,219260.6,224179.5,229551.2,233306.9,238565.0,243713.4,226691.9
 "25000","Massachusetts",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",272201.9,272204.9,277163.5,280160.5,284261.6,290678.3,294294.9,303614.3,302062.6,311443.1,315306.1,322045.8,299971.2
 "26000","Michigan",3,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",334804.5,329659.0,336675.1,344702.9,350487.4,354717.8,362256.3,379504.6,390155.6,401834.1,403540.7,405025.3,393269.4
 "27000","Minnesota",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",206533.7,199555.0,204653.2,209460.4,210897.5,213136.9,215870.8,223624.8,228832.9,236801.3,236893.4,241972.0,229001.5
 "28000","Mississippi",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",89457.0,90863.6,90230.2,90754.4,92001.4,91989.3,93017.9,95343.2,96302.0,97865.6,100365.2,100251.4,98330.7
 "29000","Missouri",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",222751.2,217151.3,214437.8,219004.1,221815.1,221597.7,222023.4,230527.9,235232.0,239834.9,244649.5,246736.8,239174.1
 "30000","Montana",7,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",35252.4,35058.9,36411.4,36274.3,37591.9,38215.2,38488.9,39166.7,40726.3,41254.8,44047.3,44026.7,44465.6
 "31000","Nebraska",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",66810.4,65558.6,66504.1,68500.9,69079.3,70125.9,71543.3,73957.6,76230.8,78368.5,78181.1,78606.0,77154.8
 "32000","Nevada",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",91260.6,85520.9,88208.9,88276.3,89658.6,93053.8,96468.3,100925.0,105361.6,106384.4,114966.7,115824.5,113990.9
 "33000","New Hampshire",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",52093.1,52977.4,54173.3,54654.6,55068.9,55907.8,57003.7,58239.2,58562.7,60155.9,62254.8,63389.3,61305.9
 "34000","New Jersey",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",345606.9,327709.9,338400.5,337179.1,340519.7,344669.2,349776.8,357133.9,363568.1,365593.7,369423.7,376167.5,360787.4
 "35000","New Mexico",6,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",63826.3,62425.0,64706.5,63925.0,64504.3,65795.4,67075.4,69295.7,70501.1,70289.8,74962.3,74224.5,72931.0
 "36000","New York",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",659918.4,659911.2,680795.2,687733.1,702173.4,715168.2,743544.8,761227.1,775750.7,795591.4,824755.5,843572.4,784533.7
 "37000","North Carolina",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",311599.3,312295.7,314819.0,318128.2,324410.7,329023.0,337666.6,348921.9,356882.4,370070.4,384712.8,402636.3,397413.9
 "38000","North Dakota",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",26361.6,26420.5,27102.2,29064.7,30195.4,32229.3,33719.8,34697.5,34411.3,34594.8,34020.7,34363.7,32851.9
 "39000","Ohio",3,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",401322.8,391962.8,398688.3,408607.0,411365.3,416168.6,424714.3,440161.4,447327.1,457670.8,460651.6,464436.2,457102.5
 "40000","Oklahoma",6,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",119638.4,119331.3,120300.5,122592.7,124217.5,125604.1,128094.1,130635.4,131625.3,133313.8,137947.1,139753.8,135341.1
 "41000","Oregon",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",130427.0,125276.2,128493.6,129396.6,128701.4,131818.9,137318.6,142061.1,148847.2,152444.0,153811.9,158885.7,156276.0
 "42000","Pennsylvania",2,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",472287.3,468049.5,480842.9,489714.7,492953.7,497165.4,506021.4,513151.1,521552.4,523274.3,543219.3,552717.3,525981.5
 "44000","Rhode Island",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",37749.0,37270.5,38033.5,38309.1,38486.5,38283.8,39634.4,40092.0,40734.0,41186.2,41853.7,42266.3,40076.5
 "45000","South Carolina",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",151708.5,151836.9,153731.5,154888.5,156862.7,159827.9,165275.0,170738.6,174699.6,180771.3,187617.5,194259.8,192240.4
 "46000","South Dakota",4,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",30241.6,30114.6,30603.9,31526.3,30947.1,31863.7,32464.8,34386.2,35288.7,36648.9,36640.2,37069.7,36681.1
 "47000","Tennessee",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",209263.6,209622.3,210160.7,213085.1,214215.3,215761.8,222388.1,228978.6,232710.3,240694.5,256254.1,258131.1,251970.4
 "48000","Texas",6,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",798674.1,802445.5,821953.1,855433.3,873935.7,894965.1,930924.3,966868.6,998939.1,1031360.4,1059107.3,1077502.7,1051771.0
 "49000","Utah",7,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",80402.1,77099.7,79861.7,79792.6,82570.4,85517.8,89678.0,94078.2,99398.4,101470.3,109308.9,112047.1,114548.0
 "50000","Vermont",1,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",24464.9,24494.0,25305.5,25957.9,25985.3,26098.3,26976.3,26806.9,27099.6,26929.8,27810.1,28264.6,26737.7
 "51000","Virginia",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",285558.4,285936.8,288740.2,293378.1,298922.8,298480.0,303311.5,308892.1,316891.0,326477.4,331421.0,342608.5,327035.8
 "53000","Washington",8,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",235866.6,233000.1,241506.6,244956.6,250299.6,256896.4,262296.2,273285.5,281069.1,286992.4,300881.9,308355.4,296640.8
 "54000","West Virginia",5,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",60637.7,62657.4,62361.1,63489.8,64320.5,63961.4,64087.1,64921.8,66144.0,67607.7,68759.8,70169.5,67875.3
 "55000","Wisconsin",3,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",205548.7,202181.9,204121.0,208381.7,207383.0,209944.2,213070.7,219644.4,224032.8,229303.3,233412.3,235465.0,230514.1
 "56000","Wyoming",7,SARPI,3,"..."," Real PCE (millions of constant (2012) dollars) 3/","Millions of constant 2012 dollars",20985.0,20349.6,20940.6,21087.8,21768.5,22246.0,22415.0,22814.6,22675.7,22796.9,24037.8,24187.6,23844.0
 "00000","United States", ,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",35037,34278,34643,34977,35196,35473,36168,37080,37724,38397,39301,39979,38332
 "01000","Alabama",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",32668,32420,31967,32086,31965,32344,32785,33807,34018,34974,36657,36980,36122
 "02000","Alaska",8,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39468,38863,40294,40468,41189,41322,41851,42125,42119,42288,43669,45302,42445
 "04000","Arizona",6,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",32359,30864,31821,32226,32504,32520,33301,34050,34145,35264,36088,36458,35106
 "05000","Arkansas",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",31233,31387,31048,31173,31423,31517,32186,33099,33717,34501,35286,35568,34760
 "06000","California",8,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33890,32800,33350,33709,34038,34380,35137,36079,37310,37978,38798,40339,37987
 "08000","Colorado",7,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",36314,35666,36249,35684,35448,35953,37158,38282,39546,40308,42216,42334,40767
 "09000","Connecticut",1,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39750,38703,40153,39983,40312,40397,41271,42172,42774,43425,45522,45942,43839
 "10000","Delaware",2,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39220,37968,38581,39119,39498,39908,39724,41178,41384,41954,43123,43187,41737
 "11000","District of Columbia",2,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",53929,51832,51714,51813,52194,51206,51559,52925,54424,55687,56305,58085,52568
 "12000","Florida",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",35986,35131,35433,35647,35815,36099,36956,37941,38369,38801,39991,40952,38937
 "13000","Georgia",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33096,32797,32040,32749,32324,32919,33759,34741,35297,36014,36963,37596,36295
 "15000","Hawaii",8,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33993,32747,33375,33540,34015,33585,34471,34893,35702,36749,37995,38661,36193
 "16000","Idaho",7,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",30385,29163,30054,29826,30247,30701,30992,31739,32989,33115,35273,35010,34958
 "17000","Illinois",3,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",35923,34645,35028,35240,35673,36107,37131,38376,38912,39343,40319,41344,39355
 "18000","Indiana",3,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33535,32889,32808,33428,33807,33914,34354,35449,36155,37455,37484,37631,37029
 "19000","Iowa",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",36078,35208,34986,36019,35863,35822,36129,37512,37828,38608,38202,38185,37116
 "20000","Kansas",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",37000,35394,34868,35156,34865,35035,35397,36321,36938,37684,37964,38501,37812
 "21000","Kentucky",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",32717,33026,32796,32996,33017,32815,33476,34539,35471,36167,37139,37348,36627
 "22000","Louisiana",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33294,33115,32898,33125,33136,33416,33970,34783,34866,35691,36886,37545,36223
 "23000","Maine",1,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",37489,37669,39007,39058,38647,38658,40725,40646,41675,42109,42827,43527,42059
 "24000","Maryland",2,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",36334,35323,36100,35925,36603,36249,36788,37435,38214,38703,39483,40250,37434
 "25000","Massachusetts",1,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",42078,41765,42209,42357,42655,43287,43503,44666,44243,45376,45791,46708,43515
 "26000","Michigan",3,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33659,33294,34085,34878,35409,35777,36474,38201,39195,40277,40405,40564,39459
 "27000","Minnesota",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39362,37786,38534,39176,39219,39362,39590,40778,41415,42519,42236,42902,40479
 "28000","Mississippi",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",30347,30710,30374,30463,30825,30767,31090,31885,32202,32724,33647,33661,33144
 "29000","Missouri",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",37602,36428,35763,36433,36810,36670,36643,37944,38617,39244,39936,40182,38880
 "30000","Montana",7,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",36104,35630,36752,36365,37436,37682,37636,37971,39080,39146,41483,41142,41150
 "31000","Nebraska",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",37192,36167,36349,37210,37266,37585,38056,39088,39985,40881,40603,40674,39821
 "32000","Nevada",8,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",34391,31855,32640,32537,32666,33509,34222,35184,36088,35794,37934,37474,36323
 "33000","New Hampshire",1,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39587,40253,41140,41391,41572,42122,42723,43544,43583,44547,45942,46583,44871
 "34000","New Jersey",2,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39674,37429,38457,38192,38496,38911,39446,40262,40972,41133,41547,42308,40618
 "35000","New Mexico",6,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",31744,30649,31341,30723,30897,31438,32090,33155,33691,33586,35803,35351,34625
 "36000","New York",2,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",34349,34180,35093,35269,35872,36439,37833,38725,39506,40604,42200,43342,40572
 "37000","North Carolina",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33471,33049,32881,32936,33267,33414,33980,34763,35120,36014,37022,38341,37489
 "38000","North Dakota",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",40090,39732,40166,42398,43000,44568,45645,45924,45511,45715,44760,44995,42926
 "39000","Ohio",3,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",34851,33998,34550,35390,35613,35940,36593,37872,38430,39232,39436,39707,39091
 "40000","Oklahoma",6,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",32608,32099,31995,32356,32523,32592,33021,33406,33508,33891,34981,35285,33999
 "41000","Oregon",8,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",34608,32893,33483,33413,33000,33592,34629,35351,36364,36757,36766,37685,36844
 "42000","Pennsylvania",2,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",37447,36951,37828,38418,38605,38903,39556,40122,40783,40898,42409,43185,41146
 "44000","Rhode Island",1,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",35781,35373,36085,36352,36484,36269,37514,37934,38508,38982,39509,39943,37911
 "45000","South Carolina",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33497,33081,33161,33148,33240,33532,34241,34873,35200,35959,36848,37664,36842
 "46000","South Dakota",4,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",37843,37314,37496,38272,37113,37809,38209,40234,40858,41945,41666,41786,41089
 "47000","Tennessee",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",33496,33242,33067,33293,33182,33210,33980,34718,34987,35846,37806,37792,36587
 "48000","Texas",6,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",32855,32354,32563,33356,33505,33798,34526,35199,35786,36455,37000,37172,35822
 "49000","Utah",7,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",30192,28310,28775,28348,28930,29501,30520,31532,32651,32695,34645,34978,35247
 "50000","Vermont",1,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",39197,39202,40432,41387,41486,41650,43114,42835,43403,43079,44510,45292,42894
 "51000","Virginia",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",36454,36076,35985,36209,36510,36154,36476,36917,37646,38541,38941,40040,38069
 "53000","Washington",8,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",35943,34946,35816,35878,36283,36877,37165,38130,38503,38637,39975,40498,38557
 "54000","West Virginia",5,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",32950,33910,33631,34197,34628,34485,34631,35220,36096,37174,38074,39086,38030
 "55000","Wisconsin",3,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",36438,35663,35870,36521,36251,36588,37035,38113,38792,39582,40179,40426,39521
 "56000","Wyoming",7,SARPI,4,"..."," Real per capita PCE (constant (2012) dollars) 4/","Constant 2012 dollars",38431,36348,37094,37160,37750,38183,38437,38907,38746,39305,41512,41694,40946
"Note: See the included footnote file."
"SARPI: Real Personal Income and Real Personal Consumption Expenditures (PCE) by state "
"Last updated: December 14, 2021-- new statistics for 2020; revised statistics for 2008-2019."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
